srlkk,metric,sentence
,0,Оның үстіне қоғамдық денсаулық қызметкері болып жұмыс бастау жастардың карьерасына көп көмектеседі.
"{'verbs': [{'verb': '', 'description': {'Arg(субъект психологического состояния)': 'жас', 'Arg(агенс)': 'жас', 'Arg(пациенс)': 'білімін'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект психологического состояния)', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Алғашқы', 'жалақылары', 'өте', 'төмен', 'болғанымен', '(айына', '100', 'АҚШ', 'доллары', 'шамасында),', 'тәжірибе', 'мен', 'тренингтің', 'арқасында', 'жас', 'қызметкерлер', 'медбике', 'сияқты', 'мамандық', 'алуға,', 'білімін', 'жетілдіріп,', 'табысын', 'молайтуға', 'ұмтыла', 'алады.'], 'metric': 0.75}",0,"Алғашқы жалақылары өте төмен болғанымен (айына 100 АҚШ доллары шамасында), тәжірибе мен тренингтің арқасында жас қызметкерлер медбике сияқты мамандық алуға, білімін жетілдіріп, табысын молайтуға ұмтыла алады."
"{'verbs': [{'verb': '', 'description': {'Arg(тема)': 'әлем'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O']}], 'words': ['Дегенмен,', 'ЖИТС', 'эпидемиясын', 'тоқтату', 'мүмкіндігі', 'туғанына', 'қарамастан,', 'әлем', 'қазір', 'тығырықта', 'тұр.'], 'metric': 0.25}",0,"Дегенмен, ЖИТС эпидемиясын тоқтату мүмкіндігі туғанына қарамастан, әлем қазір тығырықта тұр."
"{'verbs': [{'verb': '', 'description': {'Arg(цель)': 'жетуге'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(цель)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Өкінішке', 'қарай,', 'біздің', 'елдердің', 'үкіметтері', 'үлкен', 'мақсаттар', 'қойып,', 'соған', 'жетуге', 'ұмтылудың', 'орнына', 'ескі', 'сүрлеумен', 'жүре', 'бергенді', 'жөн', 'көреді.'], 'metric': 0.2}",0,"Өкінішке қарай, біздің елдердің үкіметтері үлкен мақсаттар қойып, соған жетуге ұмтылудың орнына ескі сүрлеумен жүре бергенді жөн көреді."
"{'verbs': [{'verb': 'бар', 'description': {'V': 'бар', 'Arg(тема)': 'саясаты'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'V', 'O']}], 'words': ['Осыдан', 'он', 'алты', 'жыл', 'бұрын', 'қаржы', 'болмағандықтан,', 'ЖИТС-ке', 'шалдыққан', 'кедейлерге', 'ешқандай', 'ем', 'қолданбау', 'саясаты', 'бар', 'болатын.'], 'metric': 0.67}",0,"Осыдан он алты жыл бұрын қаржы болмағандықтан, ЖИТС-ке шалдыққан кедейлерге ешқандай ем қолданбау саясаты бар болатын."
"{'verbs': [{'verb': '', 'description': {'Arg(результат)': 'идея'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(результат)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Сол', 'кезде', 'мен', 'ЖИТС-ты', 'емдеу', 'үшін', 'Ғаламдық', 'қор', 'құру', 'туралы', 'бастама', 'көтердім,', 'кейіннен', 'бұл', 'идея', 'жүзеге', 'асып,', 'Африкада', 'ЖИТС-ті', 'бақылау', 'жолға', 'қойылды.'], 'metric': 0.25}",0,"Сол кезде мен ЖИТС-ты емдеу үшін Ғаламдық қор құру туралы бастама көтердім, кейіннен бұл идея жүзеге асып, Африкада ЖИТС-ті бақылау жолға қойылды."
"{'verbs': [{'verb': '', 'description': {'Arg(пациенс)': 'міндеттемелер'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O']}], 'words': ['АҚШ', 'президенті', 'Джордж', 'Буш', 'әкімшілігі', 'ЖИТС-қа', 'байланысты', 'қаржылық', 'міндеттемелер', 'алды,', 'Ғаламдық', 'қор', 'мен', 'АҚШ-тың', 'бағдарламаларының', 'арқасында', 'миллиондаған', 'адам', 'ем', 'қабылдай', 'бастады.'], 'metric': 0.33}",0,"АҚШ президенті Джордж Буш әкімшілігі ЖИТС-қа байланысты қаржылық міндеттемелер алды, Ғаламдық қор мен АҚШ-тың бағдарламаларының арқасында миллиондаған адам ем қабылдай бастады."
"{'verbs': [{'verb': 'жолда', 'description': {'V': 'жолда', 'Arg(агенс)': 'Обама', 'Arg(пациенс)': 'бөлетін'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O']}], 'words': ['Алайда,', '2008', 'жылғы', 'әлемдік', 'қаржы', 'дағдарысынан', 'соң', 'президент', 'Барак', 'Обама', 'АҚШ', 'бөлетін', 'қаржыны', 'біршама', 'азайтты,', 'сөйтіп', 'әлемдегі', 'ЖИТС-ты', 'ауыздықтау', 'шаралары', 'орта', 'жолда', 'тоқтап', 'қалды.'], 'metric': 0.75}",0,"Алайда, 2008 жылғы әлемдік қаржы дағдарысынан соң президент Барак Обама АҚШ бөлетін қаржыны біршама азайтты, сөйтіп әлемдегі ЖИТС-ты ауыздықтау шаралары орта жолда тоқтап қалды."
,0,"2016 жылғы мәлімет бойынша АИВ жұқтырғандардың жартысына жуығы ғана АРВ емін қабылдайды, ал бұл 90 пайыздық межеден әлдеқайда төмен."
"{'verbs': [{'verb': 'тарихи', 'description': {'V': 'тарихи', 'Arg(конечная точка)': 'билікке', 'Arg(ситуация в фокусе)': 'жоюдың'}, 'tags': ['O', 'Arg(конечная точка)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(ситуация в фокусе)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'Arg(тема)': 'жиналып', 'Arg(пациенс перемещения)': 'отырса,', 'Arg(причина)': 'жиналып'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'Arg(пациенс перемещения)', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Жақында', 'билікке', 'келетін', 'Трамп', 'әкімшілігі', 'үкіметтің', 'және', 'басқа', 'да', 'демеушілердің', 'көмегімен', 'қаржы', 'бөлу', 'арқылы', 'ЖИТС-ті', 'жоюдың', 'тарихи', 'мүмкіндігін', 'пайдалануы', 'керек.', 'АҚШ', 'жыл', 'сайын', 'бөлетін', '3-4', 'миллиард', 'долларға', 'қосымша', 'жылына', '10', 'миллиард', 'доллар', 'қаржы', 'жиналып', 'отырса,', 'бұл', 'шаруаны', 'аяғына', 'жеткізуге', 'болады.'], 'metric': 0.75}",0,"Жақында билікке келетін Трамп әкімшілігі үкіметтің және басқа да демеушілердің көмегімен қаржы бөлу арқылы ЖИТС-ті жоюдың тарихи мүмкіндігін пайдалануы керек. АҚШ жыл сайын бөлетін 3-4 миллиард долларға қосымша жылына 10 миллиард доллар қаржы жиналып отырса, бұл шаруаны аяғына жеткізуге болады."
"{'verbs': [{'verb': 'күлуі', 'description': {'V': 'күлуі'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': 'береді', 'description': {'V': 'береді', 'Arg(говорящий)': 'кім', 'Arg(субъект ментального состояния)': 'кім'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'Arg(говорящий)', 'O']}], 'words': ['Скептиктер', 'Трамп', 'мұндай', 'істерге', 'көмектесетін', 'адам', 'емес', 'деп', 'миығынан', 'күлуі', 'мүмкін.', 'Бірақ,', 'ашығын', 'айтсақ,', '15', 'жыл', 'бұрын', 'ЖИТС-қа', 'қарсы', 'күреске', 'қомақты', 'қаржы', 'құйылуына', 'Джордж', 'Буш', 'серпін', 'береді', 'деп', 'кім', 'ойлаған?'], 'metric': 0.5}",0,"Скептиктер Трамп мұндай істерге көмектесетін адам емес деп миығынан күлуі мүмкін. Бірақ, ашығын айтсақ, 15 жыл бұрын ЖИТС-қа қарсы күреске қомақты қаржы құйылуына Джордж Буш серпін береді деп кім ойлаған?"
"{'verbs': [{'verb': 'жетістігі', 'description': {'V': 'жетістігі', 'Arg(агенс)': '–', 'Arg(статус)': 'тарихи'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'Arg(статус)', 'V', 'O', 'O', 'O']}], 'words': ['Тарихта', 'жағымды,', 'жағымсыз', 'тосын', 'сыйлар', 'көп', 'болады,', 'егер', 'қол', 'жеткізе', 'алсақ,', 'ЖИТС-ті', 'жою', '–', 'біздің', 'буынның', 'тарихи', 'жетістігі', 'болатын', 'түрі', 'бар.'], 'metric': 1.0}",0,"Тарихта жағымды, жағымсыз тосын сыйлар көп болады, егер қол жеткізе алсақ, ЖИТС-ті жою – біздің буынның тарихи жетістігі болатын түрі бар."
,0,“Ұлы Ердоған дәуірінің” қиындықтары
"{'verbs': [{'verb': '', 'description': {'Arg(агенс)': 'Тайып', 'Arg(эталон)': 'президенті'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'O', 'O']}], 'words': ['СТАМБҰЛ', '–', 'Жексенбі', 'күні', 'өткен', 'ұлттық', 'сайлауда', '53', 'пайыздай', 'дауыс', 'жинаған', 'Түркия', 'президенті', 'Режеп', 'Тайып', 'Ердоған', 'елдің', 'жалпыхалықтық', 'сайлауда', 'сайланған', 'тұңғыш', 'президенті', 'болу', 'масқатына', 'жетті.'], 'metric': 0.67}",0,СТАМБҰЛ – Жексенбі күні өткен ұлттық сайлауда 53 пайыздай дауыс жинаған Түркия президенті Режеп Тайып Ердоған елдің жалпыхалықтық сайлауда сайланған тұңғыш президенті болу масқатына жетті.
